UBIGEO,DEPARTAMEN,PROVINCIA,DISTRITO,lat,lon
030604,APURIMAC,CHINCHEROS,HUACCANA,-13.305699615869038,-73.72576328920178
030605,APURIMAC,CHINCHEROS,OCOBAMBA,-13.506117044098245,-73.51960203395204
030606,APURIMAC,CHINCHEROS,ONGOY,-13.415321602948014,-73.65066342414832
030607,APURIMAC,CHINCHEROS,URANMARCA,-13.668459132609742,-73.65250143265236
030608,APURIMAC,CHINCHEROS,RANRACANCHA,-13.547638008055458,-73.59630164029019
030609,APURIMAC,CHINCHEROS,ROCCHACC,-13.455581875116852,-73.61735308379976
030610,APURIMAC,CHINCHEROS,EL PORVENIR,-13.397705507214772,-73.55504313315477
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,-13.389920502373435,-73.79135447345728
030612,APURIMAC,CHINCHEROS,AHUAYRO,-13.46693401995915,-73.78963246946635
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,-14.117371840901647,-72.77462629111028
030702,APURIMAC,GRAU,CURPAHUASI,-13.968878560741139,-72.64981927750034
030703,APURIMAC,GRAU,GAMARRA,-13.83066524577226,-72.559670420809
030704,APURIMAC,GRAU,HUAYLLATI,-13.966490936890834,-72.4958242011635
030705,APURIMAC,GRAU,MAMARA,-14.212016902259917,-72.5667955545392
030706,APURIMAC,GRAU,MICAELA BASTIDAS,-14.139931374017914,-72.57469973891095
030707,APURIMAC,GRAU,PATAYPAMPA,-14.226059468352258,-72.75773875141249
030708,APURIMAC,GRAU,PROGRESO,-14.09868377531226,-72.44701506097009
030709,APURIMAC,GRAU,SAN ANTONIO,-14.175649789201502,-72.60624246495463
030710,APURIMAC,GRAU,SANTA ROSA,-14.12595724651859,-72.6604436773549
030711,APURIMAC,GRAU,TURPAY,-14.232003998353575,-72.63704541547506
030712,APURIMAC,GRAU,VILCABAMBA,-14.07864625969705,-72.63623393635157
030713,APURIMAC,GRAU,VIRUNDO,-14.291055523007138,-72.67733564075218
030714,APURIMAC,GRAU,CURASCO,-14.102779912484744,-72.53203770485999
040101,AREQUIPA,AREQUIPA,AREQUIPA,-16.40665830077516,-71.53845996288052
040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,-16.330961633709666,-71.48585771465756
040103,AREQUIPA,AREQUIPA,CAYMA,-16.25268215586666,-71.45694764566488
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,-16.304466808280477,-71.57659879721734
040105,AREQUIPA,AREQUIPA,CHARACATO,-16.457741763340447,-71.38285967522397
040106,AREQUIPA,AREQUIPA,CHIGUATA,-16.37562733001352,-71.35861433022018
040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,-16.458702443602114,-71.5626129326361
040108,AREQUIPA,AREQUIPA,LA JOYA,-16.58843967098617,-71.79579953869509
040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,-16.37538465952991,-71.46287758120764
040110,AREQUIPA,AREQUIPA,MIRAFLORES,-16.356468259566995,-71.4712785485187
040111,AREQUIPA,AREQUIPA,MOLLEBAYA,-16.504079476979232,-71.47384539377008
040112,AREQUIPA,AREQUIPA,PAUCARPATA,-16.420050158200862,-71.47798188114093
040113,AREQUIPA,AREQUIPA,POCSI,-16.4988870871181,-71.33217585792059
040114,AREQUIPA,AREQUIPA,POLOBAYA,-16.641987002741516,-71.35742269881918
040115,AREQUIPA,AREQUIPA,QUEQUEÑA,-16.544175308745846,-71.44321303038983
040116,AREQUIPA,AREQUIPA,SABANDIA,-16.448262452545766,-71.46023121791217
040117,AREQUIPA,AREQUIPA,SACHACA,-16.42116881613425,-71.57624542648632
040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,-16.40505886547439,-72.16342225791738
040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,-16.19384603195119,-71.09711989999911
040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,-16.267689528781762,-72.06322509386688
040121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,-16.522827373006578,-72.14412114027574
040122,AREQUIPA,AREQUIPA,SOCABAYA,-16.47364200626295,-71.53467982891681
040123,AREQUIPA,AREQUIPA,TIABAYA,-16.463450389952783,-71.598987639862
040124,AREQUIPA,AREQUIPA,UCHUMAYO,-16.46093053669948,-71.69053926425154
040125,AREQUIPA,AREQUIPA,VITOR,-16.48931211897818,-71.98780111722598
040126,AREQUIPA,AREQUIPA,YANAHUARA,-16.39474481107218,-71.55040578308751
040127,AREQUIPA,AREQUIPA,YARABAMBA,-16.613520796854925,-71.5498749868893
040128,AREQUIPA,AREQUIPA,YURA,-16.13094252754189,-71.6063453715209
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,-16.431491620583056,-71.52347287188744
040201,AREQUIPA,CAMANA,CAMANA,-16.630914047943328,-72.71287959206383
040202,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,-16.59649025602719,-72.73660621208504
040203,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,-16.078262721318332,-73.13611790193572
040204,AREQUIPA,CAMANA,MARISCAL CACERES,-16.455629904600272,-72.83225798693199
040205,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,-16.479400542590337,-72.6340938124423
040206,AREQUIPA,CAMANA,OCOÑA,-16.27797830714553,-73.01090653991291
040207,AREQUIPA,CAMANA,QUILCA,-16.70077219467483,-72.35191486683878
040208,AREQUIPA,CAMANA,SAMUEL PASTOR,-16.601338924084413,-72.65244771229287
040301,AREQUIPA,CARAVELI,CARAVELI,-15.829178549715346,-73.33181787420436
040302,AREQUIPA,CARAVELI,ACARI,-15.341674775474857,-74.55824308035233
040303,AREQUIPA,CARAVELI,ATICO,-16.053027189130685,-73.53827510109082
040304,AREQUIPA,CARAVELI,ATIQUIPA,-15.689200865290175,-74.30367953224862
040305,AREQUIPA,CARAVELI,BELLA UNION,-15.375419358899975,-74.761575882031
040306,AREQUIPA,CARAVELI,CAHUACHO,-15.540647254408405,-73.4317580366627
040307,AREQUIPA,CARAVELI,CHALA,-15.76936627249511,-74.18960512879134
040308,AREQUIPA,CARAVELI,CHAPARRA,-15.824856479044733,-73.94516508059148
040309,AREQUIPA,CARAVELI,HUANUHUANU,-15.55574135782591,-74.0628268095326
040310,AREQUIPA,CARAVELI,JAQUI,-15.449101561671787,-74.39816472918574
040311,AREQUIPA,CARAVELI,LOMAS,-15.386726374375801,-74.93515839704885
040312,AREQUIPA,CARAVELI,QUICACHA,-15.567360845350105,-73.73038001590771
040313,AREQUIPA,CARAVELI,YAUCA,-15.633521751216698,-74.42876841948613
040401,AREQUIPA,CASTILLA,APLAO,-16.027237484857935,-72.56823290254205
040402,AREQUIPA,CASTILLA,ANDAGUA,-15.485046570925896,-72.37681761372103
040403,AREQUIPA,CASTILLA,AYO,-15.640957210957508,-72.2850889017548
040404,AREQUIPA,CASTILLA,CHACHAS,-15.182138474334142,-72.11619187511147
040405,AREQUIPA,CASTILLA,CHILCAYMARCA,-15.35062052761888,-72.38527554498583
040406,AREQUIPA,CASTILLA,CHOCO,-15.414137829052718,-72.06875482936832
040407,AREQUIPA,CASTILLA,HUANCARQUI,-16.012401175258447,-72.3681869261982
040408,AREQUIPA,CASTILLA,MACHAGUAY,-15.60113065981579,-72.47175923781684
040409,AREQUIPA,CASTILLA,ORCOPAMPA,-15.116098455147242,-72.24849582197656
040410,AREQUIPA,CASTILLA,PAMPACOLCA,-15.670775511066743,-72.61905897855313
040411,AREQUIPA,CASTILLA,TIPAN,-15.750767763464967,-72.4996836258718
040412,AREQUIPA,CASTILLA,UÑON,-15.757088666050127,-72.38314630375706
040413,AREQUIPA,CASTILLA,URACA,-16.26159127299396,-72.52557264568476
040414,AREQUIPA,CASTILLA,VIRACO,-15.61637352728564,-72.5669024362293
040501,AREQUIPA,CAYLLOMA,CHIVAY,-15.6400945835409,-71.55014768007597
040502,AREQUIPA,CAYLLOMA,ACHOMA,-15.822140963184138,-71.69584461133377
040503,AREQUIPA,CAYLLOMA,CABANACONDE,-15.674639659885418,-71.95941091742054
040504,AREQUIPA,CAYLLOMA,CALLALLI,-15.521168422016068,-71.24842579615054
040505,AREQUIPA,CAYLLOMA,CAYLLOMA,-15.151689437398163,-71.79661511049707
040506,AREQUIPA,CAYLLOMA,COPORAQUE,-15.59132431684084,-71.64122668870883
040507,AREQUIPA,CAYLLOMA,HUAMBO,-15.796250359191651,-72.16048331772528
040508,AREQUIPA,CAYLLOMA,HUANCA,-16.006431051394998,-71.8279663222078
040509,AREQUIPA,CAYLLOMA,ICHUPAMPA,-15.586191661551009,-71.70530828130815
040510,AREQUIPA,CAYLLOMA,LARI,-15.479947572139174,-71.76044552858208
040511,AREQUIPA,CAYLLOMA,LLUTA,-15.967622860280589,-72.01844538129808
040512,AREQUIPA,CAYLLOMA,MACA,-15.73131120587083,-71.79727446665181
040513,AREQUIPA,CAYLLOMA,MADRIGAL,-15.541340020179394,-71.85744275366156
040514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,-15.830918249289796,-71.0974879614243
040515,AREQUIPA,CAYLLOMA,SIBAYO,-15.361764891844572,-71.5459516885107
040516,AREQUIPA,CAYLLOMA,TAPAY,-15.426829138209552,-71.93601225620769
040517,AREQUIPA,CAYLLOMA,TISCO,-15.21269991108766,-71.39226558028494
040518,AREQUIPA,CAYLLOMA,TUTI,-15.483066753274043,-71.59761351522869
040519,AREQUIPA,CAYLLOMA,YANQUE,-15.790097242336568,-71.45532343699838
040520,AREQUIPA,CAYLLOMA,MAJES,-16.35285081601325,-72.29636987024918
040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,-16.04338020660382,-72.72085989766016
040602,AREQUIPA,CONDESUYOS,ANDARAY,-15.852530776615055,-72.84395247546077
040603,AREQUIPA,CONDESUYOS,CAYARANI,-15.014713238205893,-72.2891387826066
040604,AREQUIPA,CONDESUYOS,CHICHAS,-15.534511847875166,-72.9457381238547
040605,AREQUIPA,CONDESUYOS,IRAY,-15.912643289228992,-72.60059947787452
040606,AREQUIPA,CONDESUYOS,RIO GRANDE,-15.880879754921827,-73.12663168167151
040607,AREQUIPA,CONDESUYOS,SALAMANCA,-15.406167133937632,-72.69744348009567
040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,-15.7019629029914,-73.02910968473572
040701,AREQUIPA,ISLAY,MOLLENDO,-16.85746963286891,-71.87890156742381
040702,AREQUIPA,ISLAY,COCACHACRA,-16.928844278734662,-71.59943814558365
040703,AREQUIPA,ISLAY,DEAN VALDIVIA,-17.098002851667086,-71.82941834278236
040704,AREQUIPA,ISLAY,ISLAY,-16.876325950587454,-72.10223174477777
040705,AREQUIPA,ISLAY,MEJIA,-17.03572418481215,-71.87862827590834
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,-17.16003665976769,-71.55072321883341
040801,AREQUIPA,LA UNION,COTAHUASI,-15.276315822460097,-72.86145984634372
040802,AREQUIPA,LA UNION,ALCA,-15.167484561740435,-72.71186705373474
040803,AREQUIPA,LA UNION,CHARCANA,-15.210869829768127,-73.04878334290687
040804,AREQUIPA,LA UNION,HUAYNACOTAS,-14.874961861848373,-72.76148064623905
040805,AREQUIPA,LA UNION,PAMPAMARCA,-14.989572604182301,-72.93022055294973
040806,AREQUIPA,LA UNION,PUYCA,-14.938960291040368,-72.54718176058499
040807,AREQUIPA,LA UNION,QUECHUALLA,-15.289809769487396,-73.07042656295557
040808,AREQUIPA,LA UNION,SAYLA,-15.32498207542275,-73.24533330760231
040809,AREQUIPA,LA UNION,TAURIA,-15.404208208169527,-73.17264646824933
040810,AREQUIPA,LA UNION,TOMEPAMPA,-15.213267768285306,-72.78530306209537
040811,AREQUIPA,LA UNION,TORO,-15.404762339646057,-73.01612324760683
050101,AYACUCHO,HUAMANGA,AYACUCHO,-13.134562377885032,-74.25208815740963
050102,AYACUCHO,HUAMANGA,ACOCRO,-13.304298531691424,-74.02095627760194
050103,AYACUCHO,HUAMANGA,ACOS VINCHOS,-13.127942782289864,-74.05560850576492
050104,AYACUCHO,HUAMANGA,CARMEN ALTO,-13.206096425682688,-74.22986991268913
050105,AYACUCHO,HUAMANGA,CHIARA,-13.375747705672552,-74.1586261324469
050106,AYACUCHO,HUAMANGA,OCROS,-13.392617260637017,-73.90032266157354
050107,AYACUCHO,HUAMANGA,PACAYCASA,-13.053188386427593,-74.23268943194122
050108,AYACUCHO,HUAMANGA,QUINUA,-13.061391479923778,-74.1345373999174
050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,-13.125112176453595,-74.32642057883623
050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,-13.180396866453476,-74.20568530539741
050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,-13.074716369282859,-74.36417850709037
050112,AYACUCHO,HUAMANGA,SOCOS,-13.261456801978545,-74.28442711458274
050113,AYACUCHO,HUAMANGA,TAMBILLO,-13.190224800471302,-74.14217034490954
050114,AYACUCHO,HUAMANGA,VINCHOS,-13.306298304841077,-74.45643722167699
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,-13.121889793798927,-74.20856387928701
050116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,-13.154593767819872,-74.20020089274331
050201,AYACUCHO,CANGALLO,CANGALLO,-13.599735128057336,-74.11007267671481
050202,AYACUCHO,CANGALLO,CHUSCHI,-13.49313071126092,-74.43620541809547
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,-13.494225963452347,-74.22566149434473
050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,-13.568063769044004,-74.27566290088588
050205,AYACUCHO,CANGALLO,PARAS,-13.46076891672066,-74.71957670644754
050206,AYACUCHO,CANGALLO,TOTOS,-13.556166863396236,-74.50118491849113
050301,AYACUCHO,HUANCA SANCOS,SANCOS,-14.001017056950614,-74.55973480506718
050302,AYACUCHO,HUANCA SANCOS,CARAPO,-13.812059672915893,-74.30343821731569
050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,-13.983975435235832,-74.22256311741496
050304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,-13.826285130487877,-74.53292474159466
050401,AYACUCHO,HUANTA,HUANTA,-12.9120336409727,-74.21145371885076
050402,AYACUCHO,HUANTA,AYAHUANCO,-12.531493911791548,-74.30536314003726
050403,AYACUCHO,HUANTA,HUAMANGUILLA,-12.992654718749186,-74.15894670332015
050404,AYACUCHO,HUANTA,IGUAIN,-12.983082878951077,-74.21823493678602
050405,AYACUCHO,HUANTA,LURICOCHA,-12.860810717045597,-74.27443189425449
050406,AYACUCHO,HUANTA,SANTILLANA,-12.702617039003231,-74.26854008578789
050407,AYACUCHO,HUANTA,SIVIA,-12.603824200969104,-73.99644749937315
050408,AYACUCHO,HUANTA,LLOCHEGUA,-12.444438045606912,-74.0825440589925
050409,AYACUCHO,HUANTA,CANAYRE,-12.340620040064795,-74.1021148061043
050410,AYACUCHO,HUANTA,UCHURACCAY,-12.784558034427002,-74.09316286161672
050411,AYACUCHO,HUANTA,PUCACOLPA,-12.339476224234655,-74.38305296026421
050412,AYACUCHO,HUANTA,CHACA,-12.783518717975317,-74.1915595018907
050413,AYACUCHO,HUANTA,PUTIS,-12.606938823712381,-74.18770616242875
050501,AYACUCHO,LA MAR,SAN MIGUEL,-12.99609793490593,-73.9421239738979
050502,AYACUCHO,LA MAR,ANCO,-13.071883949984715,-73.64808941437995
050503,AYACUCHO,LA MAR,AYNA,-12.728468325175484,-73.89089088837584
050504,AYACUCHO,LA MAR,CHILCAS,-13.168610013645793,-73.86603933513595
050505,AYACUCHO,LA MAR,CHUNGUI,-13.23000684302575,-73.57040511644348
050506,AYACUCHO,LA MAR,LUIS CARRANZA,-13.239380668311075,-73.89100412809836
050507,AYACUCHO,LA MAR,SANTA ROSA,-12.764624805406951,-73.78929990303212
050508,AYACUCHO,LA MAR,TAMBO,-12.912295512847132,-74.02309959836144
050509,AYACUCHO,LA MAR,SAMUGARI,-12.850077887132391,-73.7389193645294
050510,AYACUCHO,LA MAR,ANCHIHUAY,-12.95649430850065,-73.71272418066334
050511,AYACUCHO,LA MAR,ORONCCOY,-13.346327225183247,-73.39260946538009
050512,AYACUCHO,LA MAR,UNION PROGRESO,-12.92731584812548,-73.55252244012901
050513,AYACUCHO,LA MAR,RIO MAGDALENA,-12.88465609526785,-73.67742441718998
050514,AYACUCHO,LA MAR,NINABAMBA,-13.110918017450421,-73.92731531456516
050515,AYACUCHO,LA MAR,PATIBAMBA,-13.064218963828182,-73.96008298256604
050601,AYACUCHO,LUCANAS,PUQUIO,-14.676301932777594,-74.01628204520422
050602,AYACUCHO,LUCANAS,AUCARA,-14.194462805867134,-74.15394963501664
050603,AYACUCHO,LUCANAS,CABANA,-14.362137919216268,-74.07750443526766
050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,-14.465819220032518,-73.9817855372158
050605,AYACUCHO,LUCANAS,CHAVIÑA,-14.982725165976593,-73.88366553765037
050606,AYACUCHO,LUCANAS,CHIPAO,-14.477164841379953,-73.7574179709622
050607,AYACUCHO,LUCANAS,HUAC-HUAS,-14.16640295250214,-74.99366237921168
050608,AYACUCHO,LUCANAS,LARAMATE,-14.249974449181861,-74.76622976237128
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,-14.671481321283348,-74.6157225227394
050610,AYACUCHO,LUCANAS,LLAUTA,-14.249789218687983,-74.94054702710804
050611,AYACUCHO,LUCANAS,LUCANAS,-14.487450290466105,-74.30440635438825
050612,AYACUCHO,LUCANAS,OCAÑA,-14.427463165987676,-74.84716549573069
050613,AYACUCHO,LUCANAS,OTOCA,-14.492139495775394,-74.66021074443508
050614,AYACUCHO,LUCANAS,SAISA,-14.955883908252286,-74.37448487851121
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,-14.791783236354389,-74.2543576440783
050616,AYACUCHO,LUCANAS,SAN JUAN,-14.653991772615528,-74.18640315408153
050617,AYACUCHO,LUCANAS,SAN PEDRO,-14.971118845611691,-74.20793956432935
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,-14.29130773784748,-74.49426051902708
050619,AYACUCHO,LUCANAS,SANCOS,-15.147087285521817,-74.15841368107398
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,-14.22087345625972,-73.9256091782254
050621,AYACUCHO,LUCANAS,SANTA LUCIA,-14.932798308123186,-74.54580354298358
050701,AYACUCHO,PARINACOCHAS,CORACORA,-14.815759598526828,-73.69934019888424
050702,AYACUCHO,PARINACOCHAS,CHUMPI,-15.105816173645652,-73.69992845877344
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,-14.778279236177207,-73.16426854601082
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,-14.9519808847331,-73.36302833856463
050705,AYACUCHO,PARINACOCHAS,PULLO,-15.333174764852043,-73.98449272809012
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,-15.28208125893935,-73.59762639669862
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,-15.005837573139882,-73.363191384699
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,-14.883647594926034,-73.52964715819873
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,-15.32070770096692,-73.35793183946852
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,-15.127761850186733,-73.25057106285037
050803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,-15.261823517366146,-73.2186525339566
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,-15.148468302668078,-73.44967468110404
050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,-15.091725954904579,-73.37915888479802
050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,-15.023051029361913,-73.11859876043846
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,-15.205722297271432,-73.45231324943903
050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,-15.048209566210891,-73.29438825900463
050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,-15.223544502784316,-73.19613245001649
050810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,-15.26002856733198,-73.45949179881283
050901,AYACUCHO,SUCRE,QUEROBAMBA,-13.994816614327526,-73.80482786504822
050902,AYACUCHO,SUCRE,BELEN,-13.804314648212687,-73.76725773857206
050903,AYACUCHO,SUCRE,CHALCOS,-13.850954835396708,-73.75260613981764
050904,AYACUCHO,SUCRE,CHILCAYOC,-13.89123796756889,-73.72176035661165
050905,AYACUCHO,SUCRE,HUACAÑA,-14.214128339592971,-73.86466802622779
050906,AYACUCHO,SUCRE,MORCOLLA,-14.154759126790621,-73.83445945330746
050907,AYACUCHO,SUCRE,PAICO,-14.012591043388992,-73.66659057787112
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,-14.283502860828834,-73.58958281566971
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,-13.983270638122885,-73.71776384506852
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,-14.087477422783724,-73.65338076593075
050911,AYACUCHO,SUCRE,SORAS,-14.209560945474994,-73.69099299321313
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,-13.804658583969971,-74.08984067133947
051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,-13.665536003795188,-74.21045069654976
051003,AYACUCHO,VICTOR FAJARDO,APONGO,-14.064957423463625,-74.00685659265007
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,-14.075817676235738,-73.93780987135474
051005,AYACUCHO,VICTOR FAJARDO,CANARIA,-13.961549620493457,-73.99455613120871
051006,AYACUCHO,VICTOR FAJARDO,CAYARA,-13.792846049936633,-73.98867874583644
051007,AYACUCHO,VICTOR FAJARDO,COLCA,-13.714859658197383,-74.03793262380742
051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,-13.716078454407883,-74.27571639203893
051009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,-13.749075883977898,-74.16987088462326
051010,AYACUCHO,VICTOR FAJARDO,HUALLA,-13.878029906151847,-73.9791990109914
051011,AYACUCHO,VICTOR FAJARDO,SARHUA,-13.69028486662769,-74.40984006323876
051012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,-13.652381305970373,-74.6431840501164
051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,-13.655701443071802,-73.89632106144539
051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,-13.80623711715832,-73.8674024708383
051103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,-13.73943849105935,-73.78206691714904
051104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,-13.542102225255427,-73.8804081438885
051105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,-13.744308660137213,-73.88790925051669
051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,-13.875656584768914,-73.85847078048974
051107,AYACUCHO,VILCAS HUAMAN,SAURAMA,-13.701021785559785,-73.75034683145097
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,-13.553710791773145,-74.01369108637915
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.077477088695158,-78.56110413642014
060102,CAJAMARCA,CAJAMARCA,ASUNCION,-7.338232912894884,-78.52718611157535
060103,CAJAMARCA,CAJAMARCA,CHETILLA,-7.142505046564823,-78.65402851529976
060104,CAJAMARCA,CAJAMARCA,COSPAN,-7.453029079439609,-78.5168652403785
060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,-6.985220411902974,-78.40292038848864
060106,CAJAMARCA,CAJAMARCA,JESUS,-7.2983095532764946,-78.36664691788448
060107,CAJAMARCA,CAJAMARCA,LLACANORA,-7.189598585921871,-78.41184235255835
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,-7.090123268777261,-78.455973024218
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,-7.224726028784828,-78.62238556570708
060110,CAJAMARCA,CAJAMARCA,MATARA,-7.272018920018127,-78.25947760623099
060111,CAJAMARCA,CAJAMARCA,NAMORA,-7.184364165371954,-78.28407580700323
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,-7.273909409829988,-78.48197882379063
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,-7.631450647620285,-78.03214664877791
060202,CAJAMARCA,CAJABAMBA,CACHACHI,-7.567701866827541,-78.25332852538948
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,-7.530124551522741,-78.09113772521492
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,-7.474392499810892,-77.90632695753106
060301,CAJAMARCA,CELENDIN,CELENDIN,-6.774947188686592,-78.11727748179857
060302,CAJAMARCA,CELENDIN,CHUMUCH,-6.570580994703583,-78.18705830544805
060303,CAJAMARCA,CELENDIN,CORTEGANA,-6.487696985088084,-78.28552151935769
060304,CAJAMARCA,CELENDIN,HUASMIN,-6.828303109112695,-78.32562812928907
060305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,-6.93951615065953,-78.0694932065625
060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,-6.919895543097318,-78.15877472008938
060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,-6.651032163131316,-78.26533598488706
060308,CAJAMARCA,CELENDIN,OXAMARCA,-7.059294670958486,-78.06134364102331
060309,CAJAMARCA,CELENDIN,SOROCHUCO,-6.934215753814301,-78.29718328247041
060310,CAJAMARCA,CELENDIN,SUCRE,-7.0187522551862775,-78.17131040964826
060311,CAJAMARCA,CELENDIN,UTCO,-6.8813243241731135,-78.05761040369956
060312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,-6.708803085451168,-78.2860853237217
060401,CAJAMARCA,CHOTA,CHOTA,-6.559980143911747,-78.64275025369218
060402,CAJAMARCA,CHOTA,ANGUIA,-6.337965501427333,-78.57580462821917
060403,CAJAMARCA,CHOTA,CHADIN,-6.4398648858697,-78.41279252502187
060404,CAJAMARCA,CHOTA,CHIGUIRIP,-6.425080552533079,-78.70803711654557
060405,CAJAMARCA,CHOTA,CHIMBAN,-6.284590815696411,-78.44814488710473
060406,CAJAMARCA,CHOTA,CHOROPAMPA,-6.370064360269913,-78.3690422409741
060407,CAJAMARCA,CHOTA,COCHABAMBA,-6.483027898116357,-78.85225871708873
060408,CAJAMARCA,CHOTA,CONCHAN,-6.470608522618201,-78.60245056738545
060409,CAJAMARCA,CHOTA,HUAMBOS,-6.443695796482456,-78.97040364188227
060410,CAJAMARCA,CHOTA,LAJAS,-6.574493223170636,-78.727566713119
060411,CAJAMARCA,CHOTA,LLAMA,-6.539017699203149,-79.17290587171873
060412,CAJAMARCA,CHOTA,MIRACOSTA,-6.35782734700057,-79.30263684294987
060413,CAJAMARCA,CHOTA,PACCHA,-6.53392707865571,-78.39807865558411
060414,CAJAMARCA,CHOTA,PION,-6.184196217746697,-78.47818177950866
060415,CAJAMARCA,CHOTA,QUEROCOTO,-6.352215883115336,-79.09294473273084
060416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,-6.484364326553937,-79.24551867996672
060417,CAJAMARCA,CHOTA,TACABAMBA,-6.398350877694977,-78.5557095354443
060418,CAJAMARCA,CHOTA,TOCMOCHE,-6.456836074271313,-79.37598483629336
060419,CAJAMARCA,CHOTA,CHALAMARCA,-6.517610200866693,-78.49523964020987
060501,CAJAMARCA,CONTUMAZA,CONTUMAZA,-7.334749237751311,-78.73680481997168
060502,CAJAMARCA,CONTUMAZA,CHILETE,-7.2563429841041405,-78.82166437505416
060503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,-7.373465575659375,-79.06657164896416
